Italian,English
Servizi di Clearing Custody e Settlement - Contrattualizzazione servizi di custody e settlement - Full-Services e onboarding operativo custody e settlement,Clearing Custody and Settlement services - Contracting of custody and settlement services - Full-Services and custody and settlement operational onboarding
Gestione Rischio Strategico,Strategic Risk Management
Sostituzione del Direttore della Filiale Retail - Exclusive - Imprese - Terzo Settore - Agribusiness,Replacement of the Director of the Retail - Exclusive - Enterprise - Third Sector - Agribusiness Branch
Aggiornamento profilatura MiFID mediante Questionario - BdT,MiFID profiling update via Questionnaire - BdT
Predisposizione ed Invio Flusso Segnaletico - Mifid UK,Preparation and Sending of Signage Flow - Mifid UK
Crediti Documentari Export - Modifica,Export Documentary Credits - Modification
OPS - OPV - OPVS - Offerta Pubblica di Sottoscrizione e Vendita,OPS - OPV - OPVS - Public Offering for Subscription and Sale
Gestione escalation allarmi,Alarm escalation management
Gestione delle Filiere - Gestione Fase Commerciale,Supply Chain Management - Commercial Phase Management
Gestione acquisti - Sourcing,Purchasing Management - Sourcing
Portale CondominiOnline - Abilitazione,CondominiOnline Portal - Enabling
Contabilita' Industriale - Determinazione dei corrispettivi,Industrial Accounting - Determination of fees
Leasing - Gestione dei beni relativi a contratti non classificati a sofferenza,Leasing - Management of assets relating to contracts not classified as non-performing
Adempimenti IMU,IMU fulfilments
Successioni - Dichiarazione di successione o esonero,Successions - Declaration of succession or exemption
Servizi a distanza - Monitoraggio e gestione frodi,Remote services - Monitoring and fraud management
Chiusura codici SSA ed Acronimi,Closing SSA codes and Acronyms
Tesoreria Enti - Gestione Operativa - Esternalizzazione lavorazioni di tesoreria Enti,Institutions Treasury - Operational Management - Outsourcing of Institutions treasury operations
Carte di credito - Rinnovo,Credit Cards - Renewal
Surroghe passive - Conteggi e prenotazione di estinzione,Passive subrogations - Counting and reservation of extinction
Internal Dealing - Insider List Proprietaria - Individuazione Societa' del Gruppo ISP per attivazione Insider List,Internal Dealing - Proprietary Insider List - Identification of ISP Group Companies for Insider List activation
Indici Proprietari e di Terzi - Calcolo e Pubblicazione Indici Algoritmici,Proprietary and Third Party Indices - Calculation and Publication of Algorithmic Indices
Gestione studi e ricerche - Morning Meeting,Study and research management - Morning Meeting
Servizi di incasso - Bollettino Bancario Freccia e RAV,Collection services - Freccia and RAV Bank Bulletin
Gestione ambito normativo Embarghi - Operazioni da e verso Paesi gruppi A e B,Management of the regulatory framework of Embargoes - Operations from and to Group A and B countries
Finanza in Conto Proprio - Derivati OTC - Validazione del deal,Own account finance - OTC derivatives - Validation of the deal
Finanziamenti in GIC - Estinzione o rimborso parziale,Loans in GIC - Extinguishment or partial repayment
Servizi su Bonifici in uscita,Services on outgoing wire transfers
Servizi di Identificazione e Riconoscimento a Distanza - Identificazione a distanza di persona fisica tramite canali telematici,Remote Identification and Recognition Services - Remote identification of a natural person via telematic channels
Applicazione degli standard di Data Governance,Application of Data Governance standards
Servizi di Clearing Custody e Settlement - Gestione fatturazione attiva per i servizi di Custody,Clearing Custody and Settlement Services - Active billing management for Custody services
Gestione Modello di Governo ITGC,ITGC Governance Model Management
Attribuzione rating Retail,Retail rating assignment
Offerta a Distanza strumenti finanziari - Gestione del diritto di ripensamento,Remote offer of financial instruments - Management of the right to withdraw
Finanza in Conto Proprio - Titoli - Creation e redemption ETF - Divisione IMI CIB,Own account finance - Securities - ETF creation and redemption - IMI CIB Division
Bancaidentity - Revoca certificato,Bancaidentity - Certificate revocation
Attestazione Requisiti Professionali,Professional Requirements Certification
Strategie - Funding Plan Raccolta Dati,Strategies - Funding Plan Data Collection
Adempimenti ai fini agevolativi - Banca Finanziatrice - Veneto Sviluppo,Fulfillments for facilitation purposes - Financing Bank - Veneto Sviluppo
Tassa di concessione governativa sui libri sociali,Government concession tax on corporate books
Mutui agevolati a Dipendenti Gruppo Intesa Sanpaolo - Istruttoria,Subsidized loans to Intesa Sanpaolo Group employees - Preliminary investigation
Variazione dati anagrafici e personali del dipendente,Variation of the employee's personal data
Estero - Operativita' in cambi - Negoziazione Cambi a pronti - Conto Proprio,Abroad - Foreign exchange transactions - Spot exchange trading - Own account
Processo di reporting annuale del PCI Officer al Top Management,Annual reporting process of the PCI Officer to Top Management
Debt Capital Markets - Esecuzione dell'operazione e collocamento,Debt Capital Markets - Execution of the transaction and placement
Estero - Operativita' in cambi - Monitoraggio e sistemazione contratti scartati CLS,Abroad - Foreign exchange operations - Monitoring and settlement of CLS discarded contracts
Recupero tassazione su dividendi azioni estere,Tax recovery on foreign stock dividends
Segnalazioni regolamentari consolidate ALMM - LCR,ALMM Consolidated Regulatory Reporting - LCR
Definizione e monitoraggio degli indicatori regolamentari e delle soglie,Definition and monitoring of regulatory indicators and thresholds
Remediation delle anomalie ed escalation,Anomaly remediation and escalation
Impairment attivita' immateriali a vita definita,Impairment of intangible assets with a finite life
Fiscalita' d'Impresa - Adeguamento delle imposte,Corporate taxation - Adjustment of taxes
Gestione delle azioni penali promosse da terzi,Management of criminal actions brought by third parties
Prodotti e Servizi Finanziari - Derivati OTC - Modifica del deal (cancel e reissue) - IMI CIB e BdT,Financial Products and Services - OTC Derivatives - Deal modification (cancel and reissue) - IMI CIB and BdT
Clearing,clearing
Normativa Emittenti - Segnalazione degli interessi rilevanti dei dipendenti in relazione a Situazioni sensibili,Issuers Regulations - Disclosure of relevant employee interests in relation to Sensitive Situations
Cassette di Sicurezza e Depositi Chiusi - Furti danneggiamenti manomissioni e smarrimenti,"Safety Deposit Boxes and Closed Deposits - Theft, damage, tampering and loss"
Finanza in Conto Proprio - Titoli - Regolamento dei deal,Own account finance - Securities - Deal settlement
Finanza in Conto Proprio - Derivati OTC - Modifica del deal - Cancel - Cancel e Reissue,Own account finance - OTC derivatives - Modification of the deal - Cancel - Cancel and Reissue
Servizi di Clearing Custody e Settlement - Monitoraggio limite per i Clearing Client,Clearing Custody and Settlement Services - Limit Monitoring for Clearing Clients
Tesorerie non bancarie,Non-bank treasuries
Gestione del catalogo e delle anagrafiche - Anagrafiche di base,Catalog and personal data management - Basic personal data
Conti Correnti - Offerta Fuori Sede - Intesa Sanpaolo Agents4You,Current Accounts - Off-Site Offering - Intesa Sanpaolo Agents4You
Adempimenti preliminari per la richiesta del Codice LEI in nome e per conto della Clientela - BdT,Preliminary fulfilments for requesting the LEI Code in the name and on behalf of Customers - BdT
EMIR - UK - Sottoscrizione dell'accordo di Delega di Reporting e invio del resoconto su operatività in derivati OTC,EMIR - UK - Signing of the Reporting Delegation Agreement and sending of the report on transactions in OTC derivatives
Indisponibilita' del Personale Essenziale - Attivazione misure di continuita' operativa,Unavailability of Essential Personnel - Activation of business continuity measures
Gestione dell'emergenza,Emergency management
Fiscalita' sul credito - Rilevazione Withholding tax,Credit taxation - Withholding tax survey
Revisione annuale dei contratti di service - Generazione base dati esternalizzazioni,Annual review of service contracts - Generation of outsourcing database
Gestione Incident assistenza normativa procedurale applicativa,"Incident management, procedural application regulatory assistance"
Richiesta e acquisizione Fideiussione ISMEA,ISMEA surety request and acquisition
Prematching e Gestione Conferme,Prematching and Confirmation Management
Escussione garanzie internazionali ricevute,Enforcement of international guarantees received
Servizi di Identificazione e Riconoscimento a Distanza - My Key - Offerta In Sede e Offerta Fuori Sede,Remote Identification and Recognition Services - My Key - On-Site Offer and Off-Site Offer
Gestione Asset Leasing Mobiliari - Reimpossesso e gestione del bene,Asset Leasing Securities Management - Repossession and asset management
Prodotti e Servizi Finanziari - Derivati OTC - Gestione market operations (validazione MOP e remove MOP) - IMI CIB e BdT,Financial products and services - OTC derivatives - Management of market operations (MOP validation and MOP removal) - IMI CIB and BdT
Servizi di Clearing Custody e Settlement - Servizi per conto dell'emittente,Clearing Custody and Settlement Services - Services on behalf of the issuer
