risk,riskID,riskType,financialDisclosureRisk
Wrong preparation of flows,104584,Financial Information Risk (ex 262/2005),True
Wrong/incomplete reporting,102848,Financial Information Risk (ex 262/2005),True
Wrong/incomplete reporting,101022,Financial Information Risk (ex 262/2005),True
Incorrect data,103400,Financial Information Risk (ex 262/2005),True
Wrong preparation of flows,103918,Financial Information Risk (ex 262/2005),True
Incorrect data,104766,Financial Information Risk (ex 262/2005),True
Wrong/incomplete message Possible incorrect data communication,101466,Financial Information Risk (ex 262/2005),True
Incorrect or inconsistent data,101079,Financial Information Risk (ex 262/2005),True
Incorrect or inconsistent data,100054,Financial Information Risk (ex 262/2005),True
Price at conditions other than the fair price,103344,Other risks (operational),False
Incomplete and/or incorrect template data,101038,Financial Information Risk (ex 262/2005),True
Package data incomplete and/or incorrect,104811,Financial Information Risk (ex 262/2005),True
Incorrect signage flow,102114,Financial Information Risk (ex 262/2005),True
Package data incomplete and/or incorrect,104810,Financial Information Risk (ex 262/2005),True
Basic provision of inconsistent signage,103706,Financial Information Risk (ex 262/2005),True
Package data incomplete and/or incorrect,103253,Financial Information Risk (ex 262/2005),True
Package data incomplete and/or incorrect,104724,Financial Information Risk (ex 262/2005),True
Incorrect signage flow,104725,Financial Information Risk (ex 262/2005),True
Uncertified package,104808,Financial Information Risk (ex 262/2005),True
Package data incomplete and/or incorrect,104809,Financial Information Risk (ex 262/2005),True
Correctness of data in the periodic report,102287,Financial Information Risk (ex 262/2005),True
Correctness of the data entered in the CDP portal,101778,Financial Information Risk (ex 262/2005),True
Credit titles formally incorrect,103576,Other risks (operational),False
Wrong entry of identification data of the outstanding/protested bill.,100392,Financial Information Risk (ex 262/2005),True
Incorrect entry of identification data of the recalled bill.,100393,Financial Information Risk (ex 262/2005),True
Incorrect registration of credit title,104853,Financial Information Risk (ex 262/2005),True
Incorrect operational management of portfolio securities,100316,Financial Information Risk (ex 262/2005),True
Recruitment authorized by a non authorized person,100460,Other risks (operational),False
Activation of an inappropriate External Selection process,100459,Other risks (operational),False
Insertion - wrong connection of data in the Credit Portal,103436,Financial Information Risk (ex 262/2005),True
Wrong detection,104673,Financial Information Risk (ex 262/2005),True
Insertion - wrong connection of data in the Credit Portal,103435,Financial Information Risk (ex 262/2005),True
Insertion - wrong connection of data in the Credit Portal,104886,Financial Information Risk (ex 262/2005),True
Insertion - wrong connection of data in the Credit Portal,103963,Financial Information Risk (ex 262/2005),True
Incorrect entry of the outcome of the resolution in the procedure,102950,Financial Information Risk (ex 262/2005),True
Incomplete or incorrect documentation,100569,Other risks (operational),False
Incomplete or incorrect documentation,105434,Other risks (operational),False
Production of documentation on time,103467,Other risks (operational),False
Wrong repayment,101926,Financial Information Risk (ex 262/2005),True
Wrong repayment,103203,Financial Information Risk (ex 262/2005),True
Incorrect placement,102559,Financial Information Risk (ex 262/2005),True
Incorrect accounting,103296,Financial Information Risk (ex 262/2005),True
Incorrect data entry,103123,Other risks (operational),False
Incorrect data,102977,Other risks (operational),False
Incorrect variation,104080,Other risks (operational),False
Incorrect accounting,105042,NA,False
Incorrect accounting,105043,NA,False
Incorrect taxation of income,100419,NA,False
Incorrect taxation of income,100420,NA,False
Squaring of depositor and custodian balances,104647,NA,False
Squaring of depositor and custodian balances,104648,NA,False
Incorrect update of technical data sheets,103078,Other risks (operational),False
Incorrect data consolidation,101175,Other risks (operational),False
Failure to comply with regulatory and reporting standard requirements,105144,Other risks (operational),False
Data error,101422,Other risks (operational),False
Failure to meet the deadlines defined by the financial calendar,105143,Other risks (operational),False
Incorrect validation,100030,Other risks (operational),False
Chart of accounts not updated,100713,Financial Information Risk (ex 262/2005),True
Non-compliant signatures,103055,Other risks (operational),False
Inconsistent data,100807,Financial Information Risk (ex 262/2005),True
Incorrect data / comments submitted,100809,Financial Information Risk (ex 262/2005),True
Incorrect data/comments sent,103258,Financial Information Risk (ex 262/2005),True
Inconsistent data,101462,Financial Information Risk (ex 262/2005),True
Incorrect data / comments submitted,101461,Financial Information Risk (ex 262/2005),True
Failure to validate contributions,100808,Financial Information Risk (ex 262/2005),True
Incorrect calculation of the operating curve (average),103120,Financial Information Risk (ex 262/2005),True
Prudent value measures calculated incorrectly,101679,Financial Information Risk (ex 262/2005),True
Completeness of the scope of application,101680,Financial Information Risk (ex 262/2005),True
Inconsistent evaluations,100694,Financial Information Risk (ex 262/2005),True
Incorrect data entry,101019,Financial Information Risk (ex 262/2005),True
Presence of squares,105415,Financial Information Risk (ex 262/2005),True
Incorrect account debit,102590,Financial Information Risk (ex 262/2005),True
Incorrect data entry,104789,Other risks (operational),False
Data entered that does not comply with the request,104207,Legal and non-compliance,False
Incorrect data entry,101239,Legal and non-compliance,False
Wrong or missing accounting,100821,Legal and non-compliance,False
Incorrect data update,101195,Financial Information Risk (ex 262/2005),True
Incorrect interest calculation,104887,Legal and non-compliance,False
Wrong or missing accounting,103677,Legal and non-compliance,False
Incorrect values,102093,Other risks (operational),False
Inconsistent data,102092,Other risks (operational),False
Reporting incomplete or incorrect,104715,Legal and non-compliance,False
Incorrect and/or incomplete data,104714,Legal and non-compliance,False
Incorrect or missing data,104713,Legal and non-compliance,False
Possible regulatory violation on the subject of Aml/CTF or Countering the Financing of Terrorism,105072,Other risks (operational),False
Operation performed incorrectly,100715,Other risks (operational),False
Operation performed incorrectly,103168,Other risks (operational),False
Possible cancellation of the operation,100737,NA,False
Possible cancellation of the operation,100738,NA,False
Operation not permitted,100881,NA,False
Operation not permitted,100882,NA,False
Incorrect cancel operation,102125,NA,False
Incorrect cancel operation,102126,NA,False
Incorrect classification of Supplier/Subcontractor/Dealer and absence of Privacy,105425,Other risks (operational),False
Incorrectly loaded data resulting in incorrect rating calculation,101736,Financial Information Risk (ex 262/2005),True
Existence and occurrence of unauthorized operations,102702,Other risks (operational),False
Existence and occurrence of unauthorized operations,104818,Other risks (operational),False
Incorrect update,101039,Other risks (operational),False
Incorrect management system update,104824,NA,False
Incorrect management system update,104825,NA,False
Failed / incorrect sending of data,104356,Other risks (operational),False
Incorrect accounting entry,101744,Financial Information Risk (ex 262/2005),True
Incorrect / incomplete data entry,104355,Other risks (operational),False
Not timely verification of suspicious transactions with the customer,101029,Other risks (operational),False
