controlGUID,controlCategory,control,controlID,controlType
4a55d804-0c10-11e8-2249-001dd8b721ea,Professional,Check that the TEG has been checked,775,Manual
47b534d2-0cb2-11e8-2249-001dd8b721ea,Other,Check for permission,585,Manual
c44639fd-2e78-11e8-2249-001dd8b721ea_TRA1,Other,Check the complexity data,1067,
c44639d2-2e78-11e8-2249-001dd8b721ea_TRA1,Other,Check the data relating to the holding period,1369,
ad5c746c-2e7c-11e8-2249-001dd8b721ea_TRA1,Other,Check the correspondence of the data relating to the classification by objectives,1323,
c44639e7-2e78-11e8-2249-001dd8b721ea_TRA1,Other,Check the data relating to the type of instrument,1370,
c44639fd-2e78-11e8-2249-001dd8b721ea_TRA2,Other,Check the complexity data,1067,
c44639d2-2e78-11e8-2249-001dd8b721ea_TRA2,Other,Check the data relating to the holding period,1369,
ad5c746c-2e7c-11e8-2249-001dd8b721ea_TRA2,Other,Check the correspondence of the data relating to the classification by objectives,1323,
c44639e7-2e78-11e8-2249-001dd8b721ea_TRA2,Other,Check the data relating to the type of instrument,1370,
ad5c7490-2e7c-11e8-2249-001dd8b721ea_TRA1,Other,Check the Risk Value associated with the instrument,885,
ad5c7481-2e7c-11e8-2249-001dd8b721ea_TRA1,Other,Verify that the data already checked present the expected results,2808,
ad5c7490-2e7c-11e8-2249-001dd8b721ea_TRA2,Other,Check the Risk Value associated with the instrument,885,
ad5c7481-2e7c-11e8-2249-001dd8b721ea_TRA2,Other,Verify that the data already checked present the expected results,2808,
bf154bb5-4f07-11e9-2249-001dd8b721ea,Other,Verify submission of all requests,2736,Manual
73d141b2-d8c6-11eb-60ce-001dd8b72a56,Operational,Verification of correct representation in the financial statements,2177,Manual
1af1aa18-7256-11e9-2249-001dd8b721ea,Professional,Verify the correctness and completeness of the data in the risk map,3542,Manual
e35f593c-9752-11e9-2249-001dd8b721ea,Other,"Verify closed practices with ""high / medium-high"" impact uncertainty",2289,Manual
735ff030-d8f0-11eb-43a8-001dd8b72a55,Operational,"Verify the extraction of closed practices with ""high / medium-high"" impact uncertainty",3891,Manual
0fdc9a1d-e65e-11e8-2249-001dd8b721ea,Other,Check the correctness and completeness of the request,1232,empty
ed07bee2-c306-11eb-275f-001dd8b72a50,Other,Verify correct entry,2445,empty
e5a20930-b414-11ec-275f-001dd8b72a50,Operational,Verify effective abandonment,2584,Manual
ef268052-0690-11e0-23ab-00505682243b,Other,Verify effective abandonment,2584,Manual
2ed13700-25c9-11ec-43a8-001dd8b72a55_TRA1,Other,Verify the correctness of the data in the system,3668,
2ed13700-25c9-11ec-43a8-001dd8b72a55_TRA2,Other,Verify the correctness of the data in the system,3668,
2ed13700-25c9-11ec-43a8-001dd8b72a55_TRA3,Other,Verify the correctness of the data in the system,3668,
643ad1c9-5b92-11e9-2249-001dd8b721ea,Other,Verify the presence of the authorization to notify assigned debtors,3975,empty
24b674d8-5a0e-11e9-2249-001dd8b721ea,Other,Check the names of debtors on the lists relating to embargoes,1500,empty
643ad1e6-5b92-11e9-2249-001dd8b721ea,Other,Check the completeness and correctness of the data,1002,empty
28b5f8ef-cd7a-11ea-6ab0-001dd8b72a56,Other,Check the alert mails and logs generated by the system,923,Manual
a6ca1f47-cd85-11ea-6ab0-001dd8b72a56,Other,Analyze CVA measure reports,39,Manual
62059c3b-606f-11e6-2688-00101818ed80,Other,Verify the correctness and completeness of the data communicated,3536,Manual
3217803e-f754-11e1-714a-002655d352c9,Other,Verify if the transaction is exempt from the decision-making procedures,2621,Manual
b3f237c8-6073-11e6-2688-00101818ed80,Other,Verify the correctness and completeness of the data communicated,3536,Manual
b3f237d1-6073-11e6-2688-00101818ed80,Other,Verify conclusions on the activation of the established decision-making procedure,2349,Manual
d1a860d1-6072-11e6-2688-00101818ed80,Other,Verify the correctness and completeness of the documentation prepared,3546,Manual
d32d7e4a-606b-11e6-2688-00101818ed80,Other,Verify if the counterparty is a Related Party of ISP or a Related Party of the Group or a Relevant Person pursuant to art. 136 TUBES,2619,Manual
e468a626-7291-11eb-275f-001dd8b72a50,Operational,Ascertain the correctness of the decision-making process,89,empty
ebd64065-d515-11de-23a9-00505682243b,Other,Verify the decision-making process,3852,Manual
7551c6fc-8fe0-11e8-2249-001dd8b721ea,Other,Check for individual anomalies,575,Manual
0d072c30-0816-11ed-2a4f-001dd8b72a55,Other,Verify the correct prioritization of a Problem,3440,
d7c538d4-0817-11ed-2a4f-001dd8b72a55,Other,Check for Known Error or Duplicate Problem,492,
19789208-1881-11e8-2249-001dd8b721ea,Other,Verify the opening of a Major Incident and the associated priority level,3936,
0dfc6900-0813-11ed-2a4f-001dd8b72a55,Other,Verify that the mandatory information is entered following acceptance of the Major Incident proposal,2837,
8ce93d43-15d3-11ea-4b37-001dd8b72a50,Other,Check compliance with the limits set by the agreement.,377,Manual
afc06be3-dc5e-11e8-2249-001dd8b721ea,Other,Verify the correct execution of the guarantee,3369,Manual
cb7c2d39-11e4-11ea-4b37-001dd8b72a50,Other,Verify the delivery of the contents,3855,Manual
f7de5153-9517-11ea-6ab0-001dd8b72a56,Other,Verify the delivery of the contents,3855,Manual
0f6a1c23-fd98-11ea-43a8-001dd8b72a55,Professional,Check the correctness of the data,1259,Manual
8da001f1-aeec-11ea-1911-001dd8b72a55,Professional,Verify the correctness of the recognition price and the discounted value of the Certificates,3774,Manual
aa900960-e5e1-11ea-4b37-001dd8b72a50,Professional,Verify the correctness of the data to be accounted for,3678,Manual
35f5dea0-fd9d-11ea-43a8-001dd8b72a55,Professional,Verify the correctness of the data to be accounted for,3678,Manual
2a116393-af18-11ea-1911-001dd8b72a55,Professional,Verify the correctness of the strike price,3794,Manual
d8d6de9a-fd76-11ea-43a8-001dd8b72a55,Professional,Verify correct updating of matriculation data and consistency of the expected exit rate,2509,Semi-automatic
0f6a1c33-fd98-11ea-43a8-001dd8b72a55,Professional,Verify the correctness of the data for completing Tables I of the financial statements,3667,Manual
a9a58085-0d51-11eb-43a8-001dd8b72a55,Professional,Verify the correct recalculation of the quotas and the cost of the plan,3454,Semi-automatic
0f6a1c15-fd98-11ea-43a8-001dd8b72a55,Professional,Check the correctness of the recorded values,1297,Semi-automatic
d8d6de7b-fd76-11ea-43a8-001dd8b72a55,Professional,Check the list of potential members,1479,empty
83a9f4ef-aa96-11e8-2249-001dd8b721ea,Other,Verify corrective actions,2515,Manual
b317feb4-aa06-11e8-2249-001dd8b721ea,Other,Verify correct updating of management limits,2508,Manual
e5dd1740-c578-11e9-4b37-001dd8b72a50,Other,Verify the consistency and correctness of the calculated management risk measures,3077,Semi-automatic
5db8fc67-995e-11e8-2249-001dd8b721ea,Other,Check the entered data,1417,Manual
9cdc4506-a289-11e7-2249-001dd8b721ea_TRA1,Other,Verify the data and approve the request,3835,
9cdc4517-a289-11e7-2249-001dd8b721ea_TRA1,Other,Verify and integrate the uploaded data,2258,
9cdc4506-a289-11e7-2249-001dd8b721ea_TRA2,Other,Verify the data and approve the request,3835,
9cdc4517-a289-11e7-2249-001dd8b721ea_TRA2,Other,Verify and integrate the uploaded data,2258,
4beef456-a289-11e7-2249-001dd8b721ea_TRA1,Other,Verify the correctness and completeness of the data,3535,
4beef456-a289-11e7-2249-001dd8b721ea_TRA2,Other,Verify the correctness and completeness of the data,3535,
4beef427-a289-11e7-2249-001dd8b721ea_TRA1,Other,Verify the correctness and completeness of the data,3535,
4beef424-a289-11e7-2249-001dd8b721ea_TRA1,Other,Carry out formal checks,179,
4beef427-a289-11e7-2249-001dd8b721ea_TRA2,Other,Verify the correctness and completeness of the data,3535,
4beef424-a289-11e7-2249-001dd8b721ea_TRA2,Other,Carry out formal checks,179,
4beef449-a289-11e7-2249-001dd8b721ea_TRA1,Other,Verify the correctness and completeness of the data,3535,
4beef449-a289-11e7-2249-001dd8b721ea_TRA2,Other,Verify the correctness and completeness of the data,3535,
70946781-d917-11e9-4b37-001dd8b72a50,Other,Verify the correct feeding of the data between the feeding systems and the data aggregation system,3381,empty
c37532bb-d911-11e9-6ab0-001dd8b72a56,Other,Verify the correct entry of the corrections entered in the procedure,3350,empty
c37532ac-d911-11e9-6ab0-001dd8b72a56,Other,Verify the correct entry of the amount subject to adjustment,3349,empty
0b4d3c04-9982-11e9-2249-001dd8b721ea,Other,Check that the amounts have been entered correctly,786,empty
691720d8-306e-11e9-2249-001dd8b721ea,Other,Verify the correspondence between authorized and activated DNS,3816,empty
6ac4db02-5747-11e7-2688-00101818ed80,Other,Check the loading of the guarantee issued by the Parent Company,1486,Manual
fad28839-5749-11e7-2688-00101818ed80,Other,Check the accuracy of the conditions loaded in the procedure,898,Manual
e92efc79-5745-11e7-2688-00101818ed80,Other,Check that the entered data is correct,816,Manual
8d136038-eed9-11e6-2688-00101818ed80,Other,Check any BYOD registered devices and send the service activation instructions,343,empty
7a36c863-c4eb-11e9-4b37-001dd8b72a50,Other,Carry out the checks for which they are responsible,222,empty
8c83f598-7335-11e9-2249-001dd8b721ea,Other,Check the imported data,1455,Semi-automatic
957ce460-a4a5-11e9-6ab0-001dd8b72a56,Other,Perform consistency check,2004,Manual
acb4cf02-a48f-11e9-4b37-001dd8b72a50,Other,Verify posted totals,2664,Manual
03f3ad92-1291-11e9-2249-001dd8b721ea,Other,Verify reports produced,2719,Manual
8a590598-7190-11e9-2249-001dd8b721ea,Other,Check end of month processing,478,Semi-automatic
eccfb82c-a220-11e9-4b37-001dd8b72a50,Other,Verify consistency of complex accounting,2374,Manual
957ce471-a4a5-11e9-6ab0-001dd8b72a56,Other,Verify consistency of accounting entries with ledger balances,2372,Semi-automatic
a309169e-733a-11e9-2249-001dd8b721ea,Professional,Check imported or manually entered data,663,Semi-automatic
19487d9a-30bf-11eb-275f-001dd8b72a50,Other,Monitor the shipment,1965,empty
19487dae-30bf-11eb-275f-001dd8b72a50,Other,Monitor the shipment,1965,empty
1c0bd176-8b61-11e0-23ac-00505682243b,Other,Tick confirm,2128,
a1b4898d-8c17-11e8-2249-001dd8b721ea,Operational,Verify tax accounting,2747,Manual
41d07a52-e418-11e8-2249-001dd8b721ea,Operational,Reconcile the consistency of the postings in the income statement,2068,Manual
93818129-8f25-11e8-2249-001dd8b721ea,Operational,Balancing the balance of the tax account,105,Manual
4a84c2a2-15b1-11e9-2249-001dd8b721ea,Operational,Balance the substitute tax to be paid annually,101,Semi-automatic
4a84c28f-15b1-11e9-2249-001dd8b721ea,Operational,Reconcile the substitute tax assessed in the reference month in the accounts,2073,Semi-automatic
b0624d84-00d1-11ec-275f-001dd8b72a50,Other,Prepare the transfer contracts not produced automatically by the system,2030,Automatic
72300df4-e3c0-11eb-43a8-001dd8b72a55,Other,Verify the correct accounting of the operation,3168,Semi-automatic
d4b23872-e9ee-11eb-60ce-001dd8b72a56,Other,Check contracts/documentation acquired,391,Manual
91879ffb-3f23-11e8-2249-001dd8b721ea,Other,Check the result of the SPPI test,1613,Semi-automatic
c998345a-e8b5-11e8-2249-001dd8b721ea,Other,Verify that the documentation complies with the provisions of the Fund,2822,Manual
6fa2ca63-e8be-11e8-2249-001dd8b721ea,Other,Check the completeness and correctness of the documentation,1007,Manual
b0530f61-e8dd-11e8-2249-001dd8b721ea,Other,Verify that the documentation is correct and complete,2823,Manual
0a3b3ab9-495e-11ec-60ce-001dd8b72a56,Other,Verify the correct and complete compilation of the form,3210,Manual
56821554-495b-11ec-60ce-001dd8b72a56,Professional,Verify the correct entry of data into the system,3344,Manual
171e72cc-fd94-11ea-43a8-001dd8b72a55,Other,Verify correct accounting of data and completeness of positions with respect to the supervisory application,2395,Manual
ad18338c-fd8a-11ea-43a8-001dd8b72a55,Other,Verify correct accounting of data and completeness of positions,2394,Manual
9dc669ff-f354-11ea-6ab0-001dd8b72a56,Other,Verify correct accounting and completeness of the positions with respect to the supervisory application,2391,Manual
ad183376-fd8a-11ea-43a8-001dd8b72a55,Other,Verify correct accounting of the data register and completeness of the positions,2398,Manual
9dc669ee-f354-11ea-6ab0-001dd8b72a56,Professional,Verify the correctness of the values accounted for,3803,Manual
14f647d2-4ab5-11e7-2688-00101818ed80,Other,Verify the correct updating of the systems,3511,empty
3f609728-49c1-11e7-2688-00101818ed80,Other,Verify the correct updating of the systems,3511,empty
5c9c3d36-1c98-11e8-2249-001dd8b721ea,Other,Check the data contained in the standardized form,1341,empty
952f90b0-0056-11e8-2249-001dd8b721ea,Other,Check the information contained in the standardized module,1457,empty
aa6a464f-34a1-11e7-2688-00101818ed80,Other,Monitor feedback on technical anomalies,1909,Semi-automatic
b5572b67-34a0-11e7-2688-00101818ed80,Other,Oversee the technical power supply,1991,Automatic
25e645fd-4a2e-11e9-2249-001dd8b721ea,Other,Monitor compliance with the stipulation terms,1904,Semi-automatic
6ade39b0-d299-11eb-275f-001dd8b72a50,Other,Verify the application has been uploaded to the MISE platform,2951,Manual
c2f209df-2ed3-11e9-2249-001dd8b721ea,Other,Check the data loaded into the system,1358,Manual
f5f6716b-3134-11e9-2249-001dd8b721ea,Other,Monitor compliance with the resolution deadlines,1903,Semi-automatic
f5f67180-3134-11e9-2249-001dd8b721ea,Other,Check presence and completeness of PMI Guarantee data,719,Semi-automatic
f2c555f4-3134-11e9-2249-001dd8b721ea,Other,Check correlations between workflow cards and approved funding,410,Semi-automatic
e73dc73d-2ed8-11e9-2249-001dd8b721ea,Other,Carry out the preliminary checks on the formal regularity of the request,244,Manual
75dfa802-3066-11e9-2249-001dd8b721ea,Other,Check the correctness of the monthly aggregated data,1285,Manual
618b1e13-3525-11e9-2249-001dd8b721ea,Other,Verify the formal correctness of the presentation of the waiver,3903,Manual
cfd43290-4990-11ea-4b37-001dd8b72a50,Other,Verify the correctness of the resolution data,3782,Manual
1c4ebf6b-3123-11e9-2249-001dd8b721ea,Other,Check the consistency between BS documentation and preliminary data,1083,Manual
1c4ebf6f-3123-11e9-2249-001dd8b721ea,Other,Verify fulfillment of the dimensional requirement,2616,Manual
f8823fd6-d5b2-11e7-2249-001dd8b721ea,Other,Carry out consistency checks of the measurement for each Bank,168,empty
f8823fc3-d5b2-11e7-2249-001dd8b721ea,Other,Verify correct implementation of the perimeter in the Market Risk infrastructure,2466,Semi-automatic
9bcfb581-6a57-11e8-2249-001dd8b721ea,Other,"Verify that the promissory note is complete in all its components (see correct endorsement, etc.)",2851,Manual
9bcfb576-6a57-11e8-2249-001dd8b721ea,Other,Verify the consistency of the title with what is expressed in the resolution,3135,Manual
9bcfb560-6a57-11e8-2249-001dd8b721ea,Other,Verify that the certificate is consistent with the pledge,2793,Manual
9bcfb56b-6a57-11e8-2249-001dd8b721ea,Other,Verify the correct signing of the letter of pledge and the correctness of the data,3484,Manual
32d30b4f-1102-11ea-1911-001dd8b72a55,Other,Validate the MFVH strategy,2157,Manual
eb12c8a7-c5b5-11e9-4b37-001dd8b72a50,Other,Validate the CFH strategy,2154,Manual
6f5bff42-a89e-11e9-6ab0-001dd8b72a56,Other,Check entered data,480,Manual
097be174-aa2b-11e9-4b37-001dd8b72a50,Other,Validate the FVH strategy,2156,Manual
82660e73-e74b-11e8-2249-001dd8b721ea,Other, Verify the correct allocation of the sums,30,Semi-automatic
7926cda8-e731-11e8-2249-001dd8b721ea,Other,Check the proposal to share,1550,Manual
adc69b3b-d5c4-11e7-2249-001dd8b721ea,Other,Verify the balance of accounting entries,2959,Manual
54e8ddb7-579d-11e9-2249-001dd8b721ea,Other,Verify the correct accounting allocation,3148,Manual
3a4ed010-1925-11eb-60ce-001dd8b72a56,Other,Check if the proposed transaction has been accounted for in the systems correctly,657,Manual
eeac520c-192f-11eb-60ce-001dd8b72a56,Other,Check the correct disposition of the transfer for the relevant amount,1180,Manual
