controlCategory,controlType,controLPeriodocityEnglish,control,controlID
Other,Semi-automatic,Per event,Check the completeness and correctness of the list of assets to be redeployed,1012
Other,Manual,Quarterly,Verify the completeness in the activation of all re-examination requests.,3039
Other,Manual,Quarterly,Verify the closure of all detected re-examination requests,2987
Other,Manual,Annualy,Verify the correct determination of any goodwill impairment recognized,3324
Other,Manual,Annualy,Check the correctness of the calculation,1249
Other,Manual,Quarterly,Verify the correct determination of the discount rate and the growth rate,3329
Other,Manual,Quarterly,Verify the correct compilation of the Note for the Board of Directors,3287
Other,Manual,Annualy,Verify the correct compilation of the Explanatory Notes for the parts concerning the impairment test of goodwill,3284
Other,Manual,Annualy,Check the calculation,950
Other,Manual,Quarterly,Verify the correct update of the discount rate and the growth rate,3501
Other,Manual,Per event,Check that the position is correctly updated in the application,837
Other,Manual,Per event,Verify that the certificate of guarantee is consistent with the loan and the intended guarantee,2794
Other,Manual,Per event,Check the capacity limits,960
Other,Manual,Per event,Verify consistency and completeness of data,2360
Other,Semi-automatic,Per event,Verify proper alignment of systems,2673
Other,Manual,Per event,Validate the operation entered manually,2165
Other,Missing,Missing,Check for any information mismatches,525
Other,Other,N.A.,Verify the correctness and completeness of the data,3535
Other,Other,N.A.,Check the correctness of the data and authorize the request,1260
Other,Manual,Per event,Verify the correct updating of the relevant application with reference to the registration of the execution of the bank transfer on the basis of the communication received from Mutui Privati.,3509
Other,Manual,Per event,Verify the correct classification of the customer's risk status,3273
Other,Manual,Per event,Check the correctness of the calculation of the amount to be returned,1250
Other,Manual,Per event,Verify the correct accounting of the exposure in the system.,3165
Other,Manual,Per event,Verify the correct accounting of the exposure decount in the system.,3164
Other,Manual,Per event,Verify the correctness of the amount reported in the credit certificate.,3606
Other,Manual,Per event,Verify the correct registration of the resolution in the system and of the amounts to be received/returned from/to the FdG following any cross-examination in order to correctly direct subsequent activities,3471
Other,Manual,Per event,Verify the correctness of the activation as a deposit of the guarantee,3600
Other,Manual,Per event,Verify the correctness of the application for definitive loss settlement,3613
Other,Manual,Per event,Verify the correctness of the amount reported in the credit certificate,3605
Other,Manual,Per event,Verify the correct valorisation of the data of the Fund's resolution relating to the outcome of the enforcement in the pertinent application.,3516
Other,Manual,Per event,Verify the correct loading of the information relating to the amount of the exposure reported in the documentation received from the Manager.,3421
Professional,Manual,Per event,Verify the correct determination of the Deliberating Body,3325
Other,Manual,Per event,Check the completeness of the archived documentation,1025
Other,Manual,Per event,Verify draft contracts used in the stipulation phase,2582
Other,Manual,Per event,Verify the authorization to supply S.A.L.,2958
Other,Missing,Missing,Check the regular confirmation of the transactions entered,1582
Operational,Manual,Per event,Verify the proposal to switch at loss,3982
Operational,Manual,Per event,Verify entry into system,2593
Other,Missing,Missing,Promptly verify reports of anomalies,2036
Other,Missing,Missing,Verify the correct reception of the reply e-mails,3457
Other,Missing,Missing,Ensure timely referral of suspected cases to branch offices,1801
Other,Missing,Missing,Make sure of the authenticity of the documents,1868
Other,Manual,Quarterly,Verify reports received and accuracy / completeness inventory commitments,2720
Other,Manual,Quarterly,Verify the correctness of the companies in the system,3646
Other,Manual,Quarterly,Check the correspondence of the data between the quarterly termplate and the data present in the investment application,1321
Other,Manual,Quarterly,Check the correspondence of the data between the Budget application and the investment file,1320
Other,Semi-automatic,Quarterly,Verify the correctness of the full consolidation method defined in the procedure,3723
Other,Manual,Quarterly,Verify the correct sending of the streams,3481
Other,Manual,Quarterly,Check for any rejects and any inconsistent data,536
Other,Manual,Quarterly,Check exposure data,485
Other,Manual,Quarterly,Verify the data and certify the database,3836
Other,Semi-automatic,Quarterly,Verify the correct and complete data processing,3214
Other,Manual,Quarterly,Verify the correct and complete preparation of the flow of excerpts,3226
Other,Manual,Monthly,Verify the consistency of the extraction performed,3116
Other,Manual,Quarterly,Analyze the output of the calculation,75
Other,Manual,Quarterly,Check for any errors,518
Other,Manual,Quarterly,Check the correct and complete update of the parameters,1163
Other,Manual,Quarterly,Check the correctness of the data,1259
Other,Manual,Quarterly,Carry out exposure controls,175
Other,Manual,Quarterly,Verify the completeness and correctness of the extraction performed,3022
Other,Semi-automatic,Quarterly,Verify the correct and complete acquisition of the flows,3201
Other,Semi-automatic,Quarterly,Verify the correct and complete acquisition of the reconciled data,3202
Other,Manual,Quarterly,Check the warranty data,1716
Other,Semi-automatic,Quarterly,Verify the correct sending of flows relating to master data / segmentation / rating,3475
Other,Missing,Missing,Verify the integrity of the branch perimeter,3921
Other,Missing,Missing,Carry out a preventive inspection of the Branch premises,123
Other,Manual,Per event,Check information document,667
Other,Manual,Per event,Verify the contents of the communication,3141
Other,Manual,Per event,Check the contents of the information document,1137
Other,Manual,Per event,Check the information document with the content of the resolution,1459
Other,Manual,Per event,Verify that the transaction has been correctly identified and traced back to the reference case,2874
Other,Manual,Per event,Verify the correctness of the financial information contained in the document only if certification by the Financial Reporting Officer is required,3718
Other,Manual,Per event,Verify accumulation of transactions of lesser significance,2226
Other,Manual,Weekly,Analyze logs of nightly processing,54
Other,Manual,Per event,Authorize currency trading,98
Other,Manual,Per event,Locate squaring and insert adjustment writing,1862
Other,Manual,Daily,Verify account balances,2213
Other,Semi-automatic,Daily,Check calculation of deferred income,357
Other,Manual,Per event,Identify squaring,1846
Other,Semi-automatic,Per event,Check and report the new unconnected keys,329
Other,Semi-automatic,Daily,Check the net exposure in foreign currency,1503
Other,Manual,Monthly,Check that the upload data has been processed correctly,858
Other,Manual,Per event,Verify consistency of impacts,2378
Other,Missing,Missing,Verify the validity of the lists of data processors and data controllers,4038
Other,Missing,Missing,Verify the completeness of the information entered in the information form for the identification of the subjective role,3051
Other,Manual,Annualy,Verify correctness of calculation,2528
Other,Semi-automatic,Daily,Perform cross-system reconciliations,2008
Other,Missing,Missing,Check the correctness of the input data,1282
Other,Missing,Daily,Monitor the correct reception of incoming data,1939
Other,Manual,Per event,Verify that the certificate received complies with the requirements,2795
Other,Manual,Per event,Check the letter of pledge for completeness,1474
Other,Manual,Per event,Verify that the deed of pledge contains all the required data,2818
Other,Missing,Missing,Verify the correctness of the data subject to the contribution,3677
Other,Missing,Missing,Check the correctness of the received data,1294
Other,Missing,Missing,Check the consistency of the results with the inputs and objectives,1124
Other,Missing,Missing,Verify the consistency of the model with the objectives and standards,3124
Other,Missing,Missing,Check for processing errors,591
