risk,riskID,riskType,financialDisclosureRisk
Accounting not pertinent,74,Financial Information Risk (ex 262/2005),True
Inconsistent repayment plan,1019,Other,False
Incorrect entry of resolution data,1546,Other,False
Wrong entry,3060,Other,False
Incorrect proposal for excerpt / balance and excerpt,1873,Other,False
Wrong interest invoice issued,3103,Other,False
Failure to complete rehearsals,499,Financial Information Risk (ex 262/2005),True
Incomplete or incorrect extraction of goods to be redeployed,889,Financial Information Risk (ex 262/2005),True
Incomplete activation of all reports,778,Financial Information Risk (ex 262/2005),True
Incomplete launch of requests and delays in finalizing reports,873,Financial Information Risk (ex 262/2005),True
Incorrect rate determination,1886,Financial Information Risk (ex 262/2005),True
Incorrect note,1719,Financial Information Risk (ex 262/2005),True
Wrong updating of the position in the application,3204,Financial Information Risk (ex 262/2005),True
Guarantee certificate data inconsistent with the guarantee approved by the Bank,734,Financial Information Risk (ex 262/2005),True
Insufficient limits,2123,Other risks (operational),False
Incorrect recognition in the income statement,1890,Financial Information Risk (ex 262/2005),True
Non-aligned systems,2362,,False
Information mismatch,2116,Other,False
Incorrect / complete data,1033,Other,False
Incorrect update of the relevant application,2015,Financial Information Risk (ex 262/2005),True
Wrong or outdated classification of credit risk status.,3138,Financial Information Risk (ex 262/2005),True
Incorrect calculation of the amount to be returned,1308,Financial Information Risk (ex 262/2005),True
Incorrect accounting of the exposure decount in the system.,1121,Financial Information Risk (ex 262/2005),True
Incorrect credit statement amount,1406,Financial Information Risk (ex 262/2005),True
Incorrect registration of the resolution in the system and of the amounts to be received/returned from/to the FdG following any cross-examination in order to correctly address subsequent activities Risk,1907,Financial Information Risk (ex 262/2005),True
Incorrect activation of the Guarantee as a down payment,1152,Financial Information Risk (ex 262/2005),True
Wrong request for final liquidation,3184,Financial Information Risk (ex 262/2005),True
Incorrect valuation of the execution result,2035,Financial Information Risk (ex 262/2005),True
Incorrect loading of the information relating to the amount of the exposure reported in the documentation received from the Manager.,1688,Financial Information Risk (ex 262/2005),True
Incorrect determination of the Deliberating Body,1493,Other risks (operational),False
Delivery to S.A.L. unauthorized,314,Financial Information Risk (ex 262/2005),True
Irregular documentation,2136,Other risks (operational),False
Incorrect compilation of the proposal,1379,Financial Information Risk (ex 262/2005),True
Incorrect proposed resolution,1876,Other risks (operational),False
Failure to correct personal data incorrectly entered by the Branch,545,Other risks (operational),False
Lack of response from the branch,2179,Other risks (operational),False
Not timely reporting of anomaly on documents and risk of potential fraudulent activity on customers' current accounts,2413,Other risks (operational),False
Presentation of false documents by customers,2594,Other risks (operational),False
Incomplete or incorrect reporting of commitments on share purchases,896,Financial Information Risk (ex 262/2005),True
Companies not registered correctly,196,Financial Information Risk (ex 262/2005),True
Mismatch data reported in the quarter,2276,Financial Information Risk (ex 262/2005),True
Wrong correspondence of data reported in the quarterly package,3023,Financial Information Risk (ex 262/2005),True
Wrong definition of the consolidation method,3047,Financial Information Risk (ex 262/2005),True
Incorrect sending of flows,1935,Financial Information Risk (ex 262/2005),True
Incorrect and/or incomplete upload of data and/or inconsistent data,1227,Financial Information Risk (ex 262/2005),True
Incorrect and/or incomplete acquisition of exposure data,1191,Financial Information Risk (ex 262/2005),True
Incomplete and/or incorrect data flow,807,Financial Information Risk (ex 262/2005),True
Incorrect and/or incomplete preparation of data,1215,Financial Information Risk (ex 262/2005),True
RWA calculation inconsistent and/or inconsistent and/or inconsistent between the quantities and with respect to two different periods,2630,Financial Information Risk (ex 262/2005),True
Wrong and/or incomplete engine processing,2959,Financial Information Risk (ex 262/2005),True
Wrong and/or incomplete entry of parameters,2961,Financial Information Risk (ex 262/2005),True
Lack of reconciliation with balance sheet data,2174,Financial Information Risk (ex 262/2005),True
Incorrect or incomplete acquisition of reconciled data,1738,Financial Information Risk (ex 262/2005),True
Incorrect and/or incomplete acquisition of personal data / segmentation / rating,1192,Financial Information Risk (ex 262/2005),True
Wrong and/or incomplete acquisition of warranty data,2954,Financial Information Risk (ex 262/2005),True
Reception committees,2640,Other risks (operational),False
Attacks on the internal walls of the branch and/or vaults,132,Other risks (operational),False
Wrong/incomplete information document,3231,Financial Information Risk (ex 262/2005),True
Bad communication,139,Financial Information Risk (ex 262/2005),True
Inconsistent and incomplete information,981,Financial Information Risk (ex 262/2005),True
"Incomplete, incorrect document",933,Financial Information Risk (ex 262/2005),True
Wrong/Incomplete identification of the transactions subject to reporting,3212,Financial Information Risk (ex 262/2005),True
Inconsistent/incorrect information,1030,Financial Information Risk (ex 262/2005),True
Wrong/Incomplete identification of the transactions subject to reporting,3212,Legal and non-compliance,False
Incomplete and inconsistent document,783,Financial Information Risk (ex 262/2005),True
Incorrect calculation of the accumulation and incomplete identification of the transactions subject to reporting,1306,Financial Information Risk (ex 262/2005),True
Anomalies in the data acquisition and remapping procedure relating to the managed Templates,103,Financial Information Risk (ex 262/2005),True
Incorrect preparation of the spreadsheet,1855,Financial Information Risk (ex 262/2005),True
List not updated,2191,Legal and non-compliance,False
Information form for the assessment of the subjective role not complete,2115,Legal and non-compliance,False
Correct and coherent feeding of the Accounting and Management Systems,226,Financial Information Risk (ex 262/2005),True
Incorrect allocation of margins,1169,Financial Information Risk (ex 262/2005),True
No or incorrect reception,2352,Financial Information Risk (ex 262/2005),True
Certificate not compliant with the provisions of the resolution,172,Financial Information Risk (ex 262/2005),True
Incorrect signing of the letter of pledge,1953,Financial Information Risk (ex 262/2005),True
Inaccuracy of processing,755,Other risks (operational),False
Execution errors,402,Other risks (operational),False
 Wrong or incomplete contribution of the SA-CCR engine,51,Financial Information Risk (ex 262/2005),True
Incorrect population of tables,1836,Financial Information Risk (ex 262/2005),True
Incorrect or incomplete contribution of the EPE and SA-CCR engine,1748,Financial Information Risk (ex 262/2005),True
Anomalies in the calculation of the SA-CCR measures,102,Financial Information Risk (ex 262/2005),True
Incorrect feeding of Prudential Supervisory reports,1596,Financial Information Risk (ex 262/2005),True
Wrong calculation of EPE and/or SA-CCR risk measures,2973,Financial Information Risk (ex 262/2005),True
Wrong SA-CCR Participated measures,2930,Financial Information Risk (ex 262/2005),True
